date,month,weekday,energy_kWh
2025-03-11,3,1,53560.63415
2025-03-12,3,2,55676.70214999998
2025-03-13,3,3,50691.65903333336
2025-03-14,3,4,56079.442966666655
2025-03-15,3,5,51800.85663333333
2025-03-16,3,6,54632.16905
2025-03-17,3,0,59835.49036666667
2025-03-18,3,1,56127.465216666664
2025-03-19,3,2,57816.08754999998
2025-03-20,3,3,55439.419916666666
2025-03-21,3,4,60560.067700000014
2025-03-22,3,5,56055.7298
2025-03-23,3,6,58970.25715
2025-03-24,3,0,59426.67353333335
2025-03-25,3,1,57103.04309999999
2025-03-26,3,2,62112.072933333344
2025-03-27,3,3,59235.60896666664
2025-03-28,3,4,61069.88649999998
2025-03-29,3,5,64411.06828333331
2025-03-30,3,6,62649.08615000002
2025-03-31,3,0,60124.27613333335
2025-04-01,4,1,57758.294783333346
2025-04-02,4,2,57551.294049999975
2025-04-03,4,3,62020.92583333332
2025-04-04,4,4,65304.94956666668
2025-04-05,4,5,60558.627583333306
2025-04-06,4,6,62795.354316666664
2025-04-07,4,0,63772.42275000001
2025-04-08,4,1,63360.09664999998
2025-04-09,4,2,58543.21151666666
2025-04-10,4,3,63208.062783333306
2025-04-11,4,4,66775.34658333332
2025-04-12,4,5,62932.01521666666
2025-04-13,4,6,63006.70371666663
2025-04-14,4,0,65373.34088333331
2025-04-15,4,1,66917.4763333333
2025-04-16,4,2,62145.29311666665
2025-04-17,4,3,64618.70028333331
2025-04-18,4,4,65136.052166666675
2025-04-19,4,5,65120.73610000002
2025-04-20,4,6,65240.07146666666
2025-04-21,4,0,69964.72750000001
2025-04-22,4,1,65658.0717
2025-04-23,4,2,66630.59805000002
2025-04-24,4,3,70407.67296666667
2025-04-25,4,4,69762.96354999999
2025-04-26,4,5,72030.73073333332
2025-04-27,4,6,68459.05135
2025-04-28,4,0,60915.3334833333
2025-04-29,4,1,69819.54500000004
2025-04-30,4,2,69426.02628333334
2025-05-01,5,3,69353.20511666668
2025-05-02,5,4,60470.706650000015
2025-05-03,5,5,66027.67763333333
2025-05-04,5,6,68935.41690000001
2025-05-05,5,0,65536.15706666665
2025-05-06,5,1,68147.10773333334
2025-05-07,5,2,66092.36906666664
2025-05-08,5,3,64618.964983333324
2025-05-09,5,4,65754.43959999998
2025-05-10,5,5,62526.941766666656
2025-05-11,5,6,65259.01133333331
2025-05-12,5,0,68517.40838333333
2025-05-13,5,1,67140.41883333336
2025-05-14,5,2,67577.85648333331
2025-05-15,5,3,66833.25153333333
2025-05-16,5,4,71965.83821666671
2025-05-17,5,5,64825.73134999999
2025-05-18,5,6,67010.86889999997
2025-05-19,5,0,72557.17143333334
2025-05-20,5,1,65910.1829
2025-05-21,5,2,68920.43600000002
2025-05-22,5,3,68913.0492
2025-05-23,5,4,68562.43549999999
2025-05-24,5,5,70939.31643333336
2025-05-25,5,6,71774.86741666669
2025-05-26,5,0,64828.13641666666
2025-05-27,5,1,70656.46005
2025-05-28,5,2,67648.02311666666
2025-05-29,5,3,66329.19076666668
2025-05-30,5,4,68015.99121666665
2025-05-31,5,5,66389.15103333333
2025-06-01,6,6,57023.73373333334
2025-06-02,6,0,59439.72953333331
2025-06-03,6,1,59884.47373333333
2025-06-04,6,2,58894.58276666667
2025-06-05,6,3,57306.60264999997
2025-06-06,6,4,51892.41960000001
2025-06-07,6,5,52030.246583333326
2025-06-08,6,6,63082.02338333335
2025-06-09,6,0,57236.47525000002
2025-06-10,6,1,55796.04755000005
2025-06-11,6,2,52152.23100000001
2025-06-12,6,3,55269.42155
2025-06-13,6,4,53544.27670000002
2025-06-14,6,5,56059.81436666666
2025-06-15,6,6,56741.91018333334
2025-06-16,6,0,54924.579200000015
2025-06-17,6,1,52674.74338333333
2025-06-18,6,2,55980.68801666666
2025-06-19,6,3,59089.562699999995
2025-06-20,6,4,58736.49886666663
2025-06-21,6,5,62073.32439999999
2025-06-22,6,6,59082.12081666667
2025-06-23,6,0,59629.58708333335
2025-06-24,6,1,50844.05276666666
2025-06-25,6,2,55872.98706666666
2025-06-26,6,3,59150.06153333333
2025-06-27,6,4,59791.60913333333
2025-06-28,6,5,58884.646683333325
2025-06-29,6,6,57117.040183333316
2025-06-30,6,0,56069.63659999998
2025-07-01,7,1,62680.30703333336
2025-07-02,7,2,68293.89184999997
2025-07-03,7,3,61805.11969999998
2025-07-04,7,4,66914.19828333333
2025-07-05,7,5,67082.75493333334
2025-07-06,7,6,61450.593100000006
2025-07-07,7,0,68085.91138333334
2025-07-08,7,1,65713.83998333334
2025-07-09,7,2,66531.97995000002
2025-07-10,7,3,67609.91886666666
2025-07-11,7,4,62222.31125
2025-07-12,7,5,64234.12776666666
2025-07-13,7,6,70625.64608333333
2025-07-14,7,0,69254.74425000002
2025-07-15,7,1,66796.11208333333
2025-07-16,7,2,68230.70199999998
2025-07-17,7,3,66848.74321666665
2025-07-18,7,4,62423.8251
2025-07-19,7,5,67381.70334999997
2025-07-20,7,6,66660.56054999997
2025-07-21,7,0,64453.07044999997
2025-07-22,7,1,65719.71419999999
2025-07-23,7,2,65233.48653333332
2025-07-24,7,3,65285.745516666655
2025-07-25,7,4,65849.52011666665
2025-07-26,7,5,64718.59836666665
2025-07-27,7,6,64425.00648333333
2025-07-28,7,0,60274.12119999998
2025-07-29,7,1,62245.49916666663
2025-07-30,7,2,64321.11038333332
2025-07-31,7,3,62728.31745
2025-08-01,8,4,71468.06443333332
2025-08-02,8,5,70635.21928333334
2025-08-03,8,6,75223.00616666666
2025-08-04,8,0,72896.45186666666
2025-08-05,8,1,71306.18754999997
2025-08-06,8,2,68601.68853333336
2025-08-07,8,3,73462.76921666668
2025-08-08,8,4,74928.04486666663
2025-08-09,8,5,71381.90275000001
2025-08-10,8,6,71230.82566666669
2025-08-11,8,0,71861.0101833333
2025-08-12,8,1,68877.05304999999
2025-08-13,8,2,70427.01773333333
2025-08-14,8,3,70009.7643833333
2025-08-15,8,4,72808.33088333334
2025-08-16,8,5,73254.2499833333
2025-08-17,8,6,72203.72288333334
2025-08-18,8,0,71316.05909999998
2025-08-19,8,1,71046.82283333332
2025-08-20,8,2,64397.36260000001
2025-08-21,8,3,69127.38041666664
2025-08-22,8,4,69301.161
2025-08-23,8,5,67167.14008333332
2025-08-24,8,6,71334.48191666667
2025-08-25,8,0,63738.52673333332
2025-08-26,8,1,68840.14554999999
2025-08-27,8,2,65874.23323333333
2025-08-28,8,3,63776.021583333306
2025-08-29,8,4,65773.11219999999
2025-08-30,8,5,70512.36774999999
2025-08-31,8,6,66718.73675000001
2025-09-01,9,0,67689.48473333333
2025-09-02,9,1,67475.0683
2025-09-03,9,2,65885.9991833333
2025-09-04,9,3,67135.60748333333
2025-09-05,9,4,68308.71878333333
2025-09-06,9,5,68105.29046666666
2025-09-07,9,6,65820.02541666667
2025-09-08,9,0,62005.02289999996
2025-09-09,9,1,67979.40131666663
2025-09-10,9,2,59958.789833333314
2025-09-11,9,3,67250.69256666668
2025-09-12,9,4,64135.570916666686
2025-09-13,9,5,67056.48163333336
2025-09-14,9,6,61138.37091666667
2025-09-15,9,0,65692.99924999998
2025-09-16,9,1,62351.587483333366
2025-09-17,9,2,60964.676600000006
2025-09-18,9,3,61848.06525000002
2025-09-19,9,4,59185.77414999999
2025-09-20,9,5,59685.29390000002
2025-09-21,9,6,62574.79549999999
2025-09-22,9,0,60604.02185000003
2025-09-23,9,1,59065.66574999999
2025-09-24,9,2,59950.96831666668
2025-09-25,9,3,60210.89825
2025-09-26,9,4,56500.11021666666
2025-09-27,9,5,58144.46949999999
2025-09-28,9,6,56901.990416666675
2025-09-29,9,0,58351.523199999974
2025-09-30,9,1,55494.28030000002
2025-10-01,10,2,67556.93318333333
2025-10-02,10,3,65500.926666666666
2025-10-03,10,4,63707.03743333335
2025-10-04,10,5,59301.4324
2025-10-05,10,6,62868.4598333333
2025-10-06,10,0,60163.02688333331
2025-10-07,10,1,59585.615633333335
2025-10-08,10,2,60912.56668333335
2025-10-09,10,3,61673.00804999998
2025-10-10,10,4,63027.91920000001
2025-10-11,10,5,57684.65116666668
2025-10-12,10,6,59194.428200000024
2025-10-13,10,0,60650.35853333333
2025-10-14,10,1,57258.399900000004
2025-10-15,10,2,55422.457116666665
2025-10-16,10,3,54766.80338333333
2025-10-17,10,4,55938.97321666668
2025-10-18,10,5,55580.108183333316
2025-10-19,10,6,54105.52484999999
2025-10-20,10,0,53462.53628333333
2025-10-21,10,1,51338.267633333315
2025-10-22,10,2,52117.08983333333
2025-10-23,10,3,53832.51848333332
2025-10-24,10,4,53715.467816666656
2025-10-25,10,5,52644.35426666667
2025-10-26,10,6,52878.03233333335
2025-10-27,10,0,54237.98265
2025-10-28,10,1,51541.72309999999
2025-10-29,10,2,48409.35771666665
2025-10-30,10,3,52128.25291666663
2025-10-31,10,4,47844.696966666655
2025-11-01,11,5,49430.171050000004
2025-11-02,11,6,49046.852383333324
2025-11-03,11,0,48303.98475
2025-11-04,11,1,49816.538699999976
2025-11-05,11,2,48086.38755
2025-11-06,11,3,46343.5095833333
2025-11-07,11,4,48893.91688333335
2025-11-08,11,5,48243.659716666676
2025-11-09,11,6,46530.85298333333
2025-11-10,11,0,44561.65966666668
2025-11-11,11,1,46398.84778333333
2025-11-12,11,2,46460.72608333336
2025-11-13,11,3,45384.23595
2025-11-14,11,4,44139.437800000014
2025-11-15,11,5,44255.08989999999
2025-11-16,11,6,43925.72585000002
2025-11-17,11,0,44573.956316666656
2025-11-18,11,1,42893.134666666665
2025-11-19,11,2,42811.389749999995
2025-11-20,11,3,43053.38119999999
2025-11-21,11,4,43134.79303333333
2025-11-22,11,5,42330.080649999996
2025-11-23,11,6,42550.59591666666
2025-11-24,11,0,43813.74411666667
2025-11-25,11,1,41513.731750000006
2025-11-26,11,2,40928.76985
2025-11-27,11,3,41417.24891666667
2025-11-28,11,4,41317.782733333326
2025-11-29,11,5,37226.74978333333
2025-11-30,11,6,37764.006316666666
2025-12-01,12,0,38992.4639
2025-12-02,12,1,36762.81365000001
2025-12-03,12,2,37460.18256666666
2025-12-04,12,3,38565.04219999998
2025-12-05,12,4,37556.4434
2025-12-06,12,5,35806.19033333333
2025-12-07,12,6,37414.78166666665
2025-12-08,12,0,36563.14281666666
2025-12-09,12,1,37306.226816666676
2025-12-10,12,2,35991.146049999996
2025-12-11,12,3,37826.54426666665
2025-12-12,12,4,34947.29019999999
2025-12-13,12,5,35041.62416666667
2025-12-14,12,6,35743.86405
2025-12-15,12,0,34835.667516666654
2025-12-16,12,1,35228.85204999999
2025-12-17,12,2,36274.70758333334
2025-12-18,12,3,36949.092300000004
2025-12-19,12,4,35684.93413333332
2025-12-20,12,5,35812.167866666656
2025-12-21,12,6,35338.659100000004
2025-12-22,12,0,35781.02673333333
2025-12-23,12,1,36698.56203333332
2025-12-24,12,2,36099.81196666666
2025-12-25,12,3,35977.40936666666
2025-12-26,12,4,35262.68521666666
2025-12-27,12,5,35070.37486666668
2025-12-28,12,6,36702.01499999999
2025-12-29,12,0,36153.54011666667
2025-12-30,12,1,37302.10645000001
2025-12-31,12,2,35145.28215
